split_regime,feature_group,accumulator,prefix_type,prefix_value,n_readers,n_probability_rows,probability_variance,improvement_over_simple_mean_AUROC,improvement_over_single_trial_d3_lite_AUROC,AUROC,PR-AUC,BA,macro_F1,Brier,sensitivity,specificity,FPR,FNR,ECE,calibration_slope,calibration_intercept,simple_mean_AUROC,d3_lite_trial_AUROC
participant_grouped_kfold,all_allowed_online,beta_binomial_posterior,trial_or_text_prefix,1,57,57,0.08658529655469202,0.0013850415512465242,,0.8642659279778393,0.7938894954203886,0.75,0.7361111111111112,0.15015260353114582,0.7368421052631579,0.7631578947368421,0.23684210526315788,0.2631578947368421,0.1339165054421561,0.1847317494813093,0.407601224910268,0.8628808864265928,
participant_grouped_kfold,all_allowed_online,beta_binomial_posterior,trial_or_text_prefix,2,55,55,0.08926595426304575,0.0,,0.8543543543543544,0.7708062546078298,0.7394894894894894,0.7250000000000001,0.1479334999632817,0.7222222222222222,0.7567567567567568,0.24324324324324326,0.2777777777777778,0.14472128668837947,0.17670160102964236,0.40209676462413135,0.8543543543543544,
participant_grouped_kfold,all_allowed_online,beta_binomial_posterior,trial_or_text_prefix,3,43,43,0.06879788183769216,0.0,,0.796969696969697,0.553611111111111,0.7136363636363636,0.6692307692307693,0.17217196959913167,0.7,0.7272727272727273,0.2727272727272727,0.3,0.1899991846189748,0.12690396570930107,0.32986405116344913,0.796969696969697,
participant_grouped_kfold,all_allowed_online,beta_binomial_posterior,trial_or_text_prefix,all,57,57,0.09369065926252237,-0.0013850415512465242,,0.8947368421052632,0.8409256022814375,0.8289473684210527,0.8115079365079365,0.13032723371065721,0.8421052631578947,0.8157894736842105,0.18421052631578946,0.15789473684210525,0.10063979295813481,0.1852004490311183,0.41372105642348833,0.8961218836565097,
participant_grouped_kfold,all_allowed_online,beta_binomial_posterior,word_count_prefix,100,57,57,0.04767891229529647,0.0,,0.7423822714681441,0.5937276564135665,0.7236842105263158,0.71433344470431,0.19758879788450398,0.6842105263157895,0.7631578947368421,0.23684210526315788,0.3157894736842105,0.1329371417272061,0.19662944996442147,0.3837964895070772,0.7423822714681441,
participant_grouped_kfold,all_allowed_online,beta_binomial_posterior,word_count_prefix,1000,57,57,0.08369447687257471,-0.0013850415512466352,,0.8642659279778393,0.7891127375563369,0.763157894736842,0.740909090909091,0.15470448886482088,0.7894736842105263,0.7368421052631579,0.2631578947368421,0.21052631578947367,0.11689823342710166,0.19044125234034012,0.40107820776463715,0.8656509695290859,
participant_grouped_kfold,all_allowed_online,beta_binomial_posterior,word_count_prefix,250,57,57,0.06726749542822294,0.0,,0.8060941828254847,0.7111119266421273,0.7105263157894737,0.6984126984126984,0.18288905294887595,0.6842105263157895,0.7368421052631579,0.2631578947368421,0.3157894736842105,0.15889410847623295,0.19090786055078532,0.3838603490319277,0.8060941828254847,
participant_grouped_kfold,all_allowed_online,beta_binomial_posterior,word_count_prefix,50,57,57,0.01572463393480144,0.0,,0.7188365650969529,0.508264181995358,0.6973684210526316,0.6998946998947,0.21269034828330668,0.5789473684210527,0.8157894736842105,0.18421052631578946,0.42105263157894735,0.1793811473911269,0.31802755569406543,0.3845508205990184,0.7188365650969529,
participant_grouped_kfold,all_allowed_online,beta_binomial_posterior,word_count_prefix,500,57,57,0.07854679271280962,0.0013850415512465242,,0.8490304709141274,0.7710919374583913,0.7368421052631579,0.7199475925319359,0.16712974717720658,0.7368421052631579,0.7368421052631579,0.2631578947368421,0.2631578947368421,0.15569970573695752,0.19171044951454136,0.39095303412946525,0.8476454293628809,
participant_grouped_kfold,all_allowed_online,beta_binomial_posterior,word_count_prefix,all,57,57,0.08996819417899674,-0.0013850415512466352,,0.8808864265927977,0.81892359589728,0.75,0.7361111111111112,0.13845728214556546,0.7368421052631579,0.7631578947368421,0.23684210526315788,0.2631578947368421,0.1652888717128715,0.18528867474483995,0.41278902790414873,0.8822714681440443,
